record_id,domain,clean_text,component,failure_type,cluster_id
000339,interior,Sun visor on the driver side hangs loose and will not stay up.,sun visor,loose,47
000340,interior,Cabin filter smells musty even after replacement.,cabin filter,,57
000341,interior,"Rear seat heater is unresponsive on the left side, right side works fine.",seat heater,unresponsive,54
000342,interior,Headrest in the passenger seat will not adjust up or down.,headrest,,48
000343,interior,The leather on the steering wheel is peeling after only 10 months.,steering wheel,peeling,42
000344,interior,Floor mat on the driver side keeps sliding forward and blocking the pedals.,floor mat,,56
000345,interior,Floor mat on the driver side keeps sliding forward and blocking the pedals.,floor mat,,56
000346,interior,Door lock on the rear right door clicks repeatedly when locking.,door lock,,58
000347,interior,Seat belt on the rear left is jammed and won't retract properly.,seat belt,jammed,61
000348,interior,Headrest in the passenger seat will not adjust up or down.,headrest,,48
000349,interior,Cabin filter smells musty even after replacement.,cabin filter,,57
000350,interior,Headrest in the passenger seat will not adjust up or down.,headrest,,48
000351,interior,Side mirror does not fold automatically when locking the car.,side mirror,,53
000352,interior,Headrest in the passenger seat will not adjust up or down.,headrest,,48
000353,interior,Power window switch on the front-right door is stuck and the window won't go down.,power window,stuck,62
000354,interior,Cabin filter smells musty even after replacement.,cabin filter,,57
000355,interior,Floor mat on the driver side keeps sliding forward and blocking the pedals.,floor mat,,56
000356,interior,Power window switch on the rear-left door is stuck and the window won't go down.,power window,stuck,62
000357,interior,Seat belt on the rear left is jammed and won't retract properly.,seat belt,jammed,61
000358,interior,Power window switch on the front-right door is stuck and the window won't go down.,power window,stuck,62
000359,interior,Seat belt on the rear left is jammed and won't retract properly.,seat belt,jammed,61
000360,interior,"Trunk latch fails to release using the key fob, only manual opening works.",trunk latch,,18
000361,interior,Headrest in the passenger seat will not adjust up or down.,headrest,,48
000362,interior,DASHBOARD CREAKS LOUDLY ESPECIALLY IN COLD WEATHER.,dashboard,,7
000363,interior,Seat belt on the rear left is jammed and won't retract properly.,seat belt,jammed,61
000364,interior,"Trunk latch fails to release using the key fob, only manual opening works.",trunk latch,,18
000365,interior,Headrest in the passenger seat will not adjust up or down.,headrest,,48
000366,interior,Dashboard creaks loudly especially in cold weather.,dashboard,,7
000367,interior,Reading light over the rear seat does not turn on at all.,reading light,,52
000368,interior,Side mirror does not fold automatically when locking the car.,side mirror,,53
000369,interior,Door lock on the rear right door clicks repeatedly when locking. contact me at <EMAIL>,door lock,,58
000370,interior,"Trunk latch fails to release using the key fob, only manual opening works.",trunk latch,,18
000371,interior,"Trunk latch fails to release using the key fob, only manual opening works.",trunk latch,,18
000372,interior,The leather on the steering wheel is peeling after only 35 months.,steering wheel,peeling,42
000373,interior,Floor mat on the driver side keeps sliding forward and blocking the pedals.,floor mat,,56
000374,interior,Floor mat on the driver side keeps sliding forward and blocking the pedals.,floor mat,,56
000375,interior,Air conditioning blows warm air on the driver side even when set to cold.,air conditioning,,45
000376,interior,"Trunk latch fails to release using the key fob, only manual opening works.",trunk latch,,18
000377,interior,Floor mat on the driver side keeps sliding forward and blocking the pedals.,floor mat,,56
000378,interior,Headrest in the passenger seat will not adjust up or down.,headrest,,48
000379,interior,Cabin filter smells musty even after replacement. VIN: <VIN>,cabin filter,,57
000380,interior,Reading light over the rear seat does not turn on at all.,reading light,,52
000381,interior,Door lock on the rear right door clicks repeatedly when locking.,door lock,,58
000382,interior,Floor mat on the driver side keeps sliding forward and blocking the pedals.,floor mat,,56
000383,interior,Dashboard creaks loudly especially in cold weather.,dashboard,,7
000384,interior,Side mirror does not fold automatically when locking the car.,side mirror,,53
000385,interior,Headrest in the passenger seat will not adjust up or down. !!! please fix this asap,headrest,,48
000386,interior,Seat belt on the rear left is jammed and won't retract properly.,seat belt,jammed,61
000387,interior,"Glove box latch is broken, the lid keeps falling open while driving.",glove box,broken,49
000388,interior,DOOR LOCK ON THE REAR RIGHT DOOR CLICKS REPEATEDLY WHEN LOCKING.,door lock,,58
000389,interior,The leather on the steering wheel is peeling after only 18 months. VIN: <VIN>,steering wheel,peeling,42
000390,interior,Sunroof makes a loud rattling noise when driving over bumps.,sunroof,rattling,60
000391,interior,Side mirror does not fold automatically when locking the car.,side mirror,,53
000392,interior,"GLOVE BOX LATCH IS BROKEN, THE LID KEEPS FALLING OPEN WHILE DRIVING.",glove box,broken,49
000393,interior,Seat ventilation makes a high-pitched whining noise. VIN: <VIN>,seat ventilation,noise,59
000394,interior,Dashboard creaks loudly especially in cold weather.,dashboard,,7
000395,interior,Side mirror does not fold automatically when locking the car.,side mirror,,53
000396,interior,"THE DRIVER SEAT HEATER STOPPED WORKING AFTER 27 MONTHS, ONLY THE PASSENGER SIDE GETS WARM.",driver seat,,44
000397,interior,"Trunk latch fails to release using the key fob, only manual opening works. more info:",trunk latch,,18
000398,interior,Sunroof makes a loud rattling noise when driving over bumps.,sunroof,rattling,60
000399,interior,"The driver seat heater stopped working after 6 months, only the passenger side gets warm.",driver seat,,44
000400,interior,"Trunk latch fails to release using the key fob, only manual opening works.",trunk latch,,18
000401,interior,"Rear seat heater is unresponsive on the left side, right side works fine.",seat heater,unresponsive,54
000402,interior,Seat belt on the rear left is jammed and won't retract properly.,seat belt,jammed,61
000403,interior,The leather on the steering wheel is peeling after only 2 months.,steering wheel,peeling,42
000404,interior,Door lock on the rear right door clicks repeatedly when locking.,door lock,,58
000405,interior,Air conditioning blows warm air on the driver side even when set to cold.,air conditioning,,45
000406,interior,AIR CONDITIONING BLOWS WARM AIR ON THE DRIVER SIDE EVEN WHEN SET TO COLD.,air conditioning,,45
000407,interior,Cabin filter smells musty even after replacement.,cabin filter,,57
000408,interior,Power window switch on the rear-left door is stuck and the window won't go down. VIN: <VIN>,power window,stuck,62
000409,interior,Air conditioning blows warm air on the driver side even when set to cold.,air conditioning,,45
000410,interior,Seat belt on the rear left is jammed and won't retract properly. !!! please fix this asap,seat belt,jammed,61
000411,interior,Headrest in the passenger seat will not adjust up or down.,headrest,,48
000412,interior,Side mirror does not fold automatically when locking the car.,side mirror,,53
000413,interior,Dashboard creaks loudly especially in cold weather.,dashboard,,7
000414,interior,Floor mat on the driver side keeps sliding forward and blocking the pedals.,floor mat,,56
000415,interior,Air conditioning blows warm air on the driver side even when set to cold.,air conditioning,,45
000416,interior,Power window switch on the front-left door is stuck and the window won't go down.,power window,stuck,62
000417,interior,Floor mat on the driver side keeps sliding forward and blocking the pedals.,floor mat,,56
000418,interior,"The driver seat heater stopped working after 16 months, only the passenger side gets warm.",driver seat,,44
000419,interior,"Glove box latch is broken, the lid keeps falling open while driving.",glove box,broken,49
000420,interior,Sunroof makes a loud rattling noise when driving over bumps.,sunroof,rattling,60
000421,interior,"Rear seat heater is unresponsive on the left side, right side works fine.",seat heater,unresponsive,54
000422,interior,Sun visor on the driver side hangs loose and will not stay up.,sun visor,loose,47
000423,interior,Sunroof makes a loud rattling noise when driving over bumps. VIN: <VIN>,sunroof,rattling,60
000424,interior,Reading light over the rear seat does not turn on at all.,reading light,,52
000425,interior,Floor mat on the driver side keeps sliding forward and blocking the pedals.,floor mat,,56
000426,interior,Dashboard creaks loudly especially in cold weather.,dashboard,,7
000427,interior,"Trunk latch fails to release using the key fob, only manual opening works.",trunk latch,,18
000428,interior,The leather on the steering wheel is peeling after only 15 months.,steering wheel,peeling,42
000429,interior,Power window switch on the rear-left door is stuck and the window won't go down.,power window,stuck,62
000430,interior,"The driver seat heater stopped working after 11 months, only the passenger side gets warm.",driver seat,,44
000431,interior,"Glove box latch is broken, the lid keeps falling open while driving.",glove box,broken,49
000432,interior,Power window switch on the rear-right door is stuck and the window won't go down.,power window,stuck,62
000433,interior,"Ambient lighting flickers randomly at night, mostly around the dashboard area. !!! please fix this asap",ambient lighting,,22
000434,interior,"Ambient lighting flickers randomly at night, mostly around the dashboard area.",ambient lighting,,22
000435,interior,Reading light over the rear seat does not turn on at all.,reading light,,52
000436,interior,Floor mat on the driver side keeps sliding forward and blocking the pedals.,floor mat,,56
000437,interior,Dashboard creaks loudly especially in cold weather.,dashboard,,7
000438,interior,Sun visor on the driver side hangs loose and will not stay up.,sun visor,loose,47
000439,interior,Cup holder in the center console is cracked and no longer holds bottles securely.,cup holder,cracked,5
000440,interior,Side mirror does not fold automatically when locking the car.,side mirror,,53
000441,interior,Air conditioning blows warm air on the driver side even when set to cold.,air conditioning,,45
000442,interior,Floor mat on the driver side keeps sliding forward and blocking the pedals. contact me at <EMAIL>,floor mat,,56
000443,interior,Sun visor on the driver side hangs loose and will not stay up. more info:,sun visor,loose,47
000444,interior,Cup holder in the center console is cracked and no longer holds bottles securely.,cup holder,cracked,5
000445,interior,Cabin filter smells musty even after replacement. more info:,cabin filter,,57
000446,interior,Door lock on the rear right door clicks repeatedly when locking.,door lock,,58
000447,interior,"Ambient lighting flickers randomly at night, mostly around the dashboard area. !!! please fix this asap",ambient lighting,,22
000448,interior,The leather on the steering wheel is peeling after only 30 months.,steering wheel,peeling,42
000449,interior,Seat ventilation makes a high-pitched whining noise.,seat ventilation,noise,59
000450,interior,Power window switch on the front-left door is stuck and the window won't go down.,power window,stuck,62
000451,interior,The leather on the steering wheel is peeling after only 21 months.,steering wheel,peeling,42
000452,interior,"TRUNK LATCH FAILS TO RELEASE USING THE KEY FOB, ONLY MANUAL OPENING WORKS.",trunk latch,,18
000453,interior,"Ambient lighting flickers randomly at night, mostly around the dashboard area.",ambient lighting,,22
000454,interior,Side mirror does not fold automatically when locking the car.,side mirror,,53
000455,interior,"Glove box latch is broken, the lid keeps falling open while driving.",glove box,broken,49
000456,interior,Door lock on the rear right door clicks repeatedly when locking.,door lock,,58
000457,interior,Seat belt on the rear left is jammed and won't retract properly.,seat belt,jammed,61
000458,interior,"Trunk latch fails to release using the key fob, only manual opening works.",trunk latch,,18
000459,interior,Air conditioning blows warm air on the driver side even when set to cold.,air conditioning,,45
000460,interior,Sunroof makes a loud rattling noise when driving over bumps.,sunroof,rattling,60
000461,interior,Dashboard creaks loudly especially in cold weather.,dashboard,,7
000462,interior,"Glove box latch is broken, the lid keeps falling open while driving.",glove box,broken,49
000463,interior,Power window switch on the rear-left door is stuck and the window won't go down.,power window,stuck,62
000464,interior,Cup holder in the center console is cracked and no longer holds bottles securely.,cup holder,cracked,5
000465,interior,"The driver seat heater stopped working after 28 months, only the passenger side gets warm.",driver seat,,44
000466,interior,"Trunk latch fails to release using the key fob, only manual opening works.",trunk latch,,18
000467,interior,Cabin filter smells musty even after replacement.,cabin filter,,57
000468,interior,Cabin filter smells musty even after replacement.,cabin filter,,57
000469,interior,Door lock on the rear right door clicks repeatedly when locking.,door lock,,58
000470,interior,Seat ventilation makes a high-pitched whining noise.,seat ventilation,noise,59
000471,interior,Side mirror does not fold automatically when locking the car.,side mirror,,53
000472,interior,Seat ventilation makes a high-pitched whining noise. contact me at <EMAIL>,seat ventilation,noise,59
000473,interior,Sunroof makes a loud rattling noise when driving over bumps.,sunroof,rattling,60
000474,interior,"Rear seat heater is unresponsive on the left side, right side works fine.",seat heater,unresponsive,54
000475,interior,"Ambient lighting flickers randomly at night, mostly around the dashboard area. !!! please fix this asap",ambient lighting,,22
000476,interior,The leather on the steering wheel is peeling after only 34 months.,steering wheel,peeling,42
000477,interior,"The driver seat heater stopped working after 29 months, only the passenger side gets warm.",driver seat,,44
000478,interior,Power window switch on the rear-left door is stuck and the window won't go down.,power window,stuck,62
000479,interior,Cup holder in the center console is cracked and no longer holds bottles securely.,cup holder,cracked,5
000480,interior,Side mirror does not fold automatically when locking the car.,side mirror,,53
000481,interior,Sun visor on the driver side hangs loose and will not stay up.,sun visor,loose,47
000482,interior,Headrest in the passenger seat will not adjust up or down.,headrest,,48
000483,interior,Air conditioning blows warm air on the driver side even when set to cold.,air conditioning,,45
000484,interior,Seat ventilation makes a high-pitched whining noise.,seat ventilation,noise,59
000485,interior,"Rear seat heater is unresponsive on the left side, right side works fine.",seat heater,unresponsive,54
000486,interior,"Rear seat heater is unresponsive on the left side, right side works fine.",seat heater,unresponsive,54
000487,interior,Cabin filter smells musty even after replacement.,cabin filter,,57
000488,interior,Dashboard creaks loudly especially in cold weather.,dashboard,,7
000489,interior,Side mirror does not fold automatically when locking the car.,side mirror,,53
000490,interior,FLOOR MAT ON THE DRIVER SIDE KEEPS SLIDING FORWARD AND BLOCKING THE PEDALS.,floor mat,,56
000491,interior,The leather on the steering wheel is peeling after only 5 months.,steering wheel,peeling,42
000492,interior,"Ambient lighting flickers randomly at night, mostly around the dashboard area. !!! please fix this asap",ambient lighting,,22
000493,interior,DOOR LOCK ON THE REAR RIGHT DOOR CLICKS REPEATEDLY WHEN LOCKING.,door lock,,58
000494,interior,Sunroof makes a loud rattling noise when driving over bumps.,sunroof,rattling,60
000495,interior,Cabin filter smells musty even after replacement. more info:,cabin filter,,57
000496,interior,Power window switch on the front-left door is stuck and the window won't go down.,power window,stuck,62
000497,interior,"Trunk latch fails to release using the key fob, only manual opening works.",trunk latch,,18
000498,interior,"The driver seat heater stopped working after 34 months, only the passenger side gets warm.",driver seat,,44
000499,interior,Cabin filter smells musty even after replacement.,cabin filter,,57
000500,interior,Seat ventilation makes a high-pitched whining noise.,seat ventilation,noise,59
000501,interior,Seat belt on the rear left is jammed and won't retract properly.,seat belt,jammed,61
000502,interior,"The driver seat heater stopped working after 7 months, only the passenger side gets warm.",driver seat,,44
000503,interior,"Glove box latch is broken, the lid keeps falling open while driving. !!! please fix this asap",glove box,broken,49
000504,interior,"Glove box latch is broken, the lid keeps falling open while driving.",glove box,broken,49
000505,interior,Sunroof makes a loud rattling noise when driving over bumps.,sunroof,rattling,60
000506,interior,Reading light over the rear seat does not turn on at all.,reading light,,52
000507,interior,Seat belt on the rear left is jammed and won't retract properly.,seat belt,jammed,61
000508,interior,Air conditioning blows warm air on the driver side even when set to cold.,air conditioning,,45
000509,interior,Seat belt on the rear left is jammed and won't retract properly.,seat belt,jammed,61
000510,interior,Cup holder in the center console is cracked and no longer holds bottles securely.,cup holder,cracked,5
000511,interior,"Ambient lighting flickers randomly at night, mostly around the dashboard area.",ambient lighting,,22
000512,interior,Air conditioning blows warm air on the driver side even when set to cold.,air conditioning,,45
000513,interior,"Trunk latch fails to release using the key fob, only manual opening works.",trunk latch,,18
000514,interior,Seat ventilation makes a high-pitched whining noise.,seat ventilation,noise,59
000515,interior,Headrest in the passenger seat will not adjust up or down. VIN: <VIN>,headrest,,48
000516,interior,Reading light over the rear seat does not turn on at all.,reading light,,52
000517,interior,"Glove box latch is broken, the lid keeps falling open while driving.",glove box,broken,49
000518,interior,Sunroof makes a loud rattling noise when driving over bumps.,sunroof,rattling,60
000519,interior,Air conditioning blows warm air on the driver side even when set to cold. more info:,air conditioning,,45
000520,interior,Sunroof makes a loud rattling noise when driving over bumps.,sunroof,rattling,60
000521,interior,Power window switch on the front-right door is stuck and the window won't go down.,power window,stuck,62
000522,interior,Side mirror does not fold automatically when locking the car.,side mirror,,53
000523,interior,Power window switch on the front-left door is stuck and the window won't go down.,power window,stuck,62
000524,interior,Headrest in the passenger seat will not adjust up or down.,headrest,,48
000525,interior,Reading light over the rear seat does not turn on at all.,reading light,,52
000526,interior,Cabin filter smells musty even after replacement.,cabin filter,,57
000527,interior,Seat belt on the rear left is jammed and won't retract properly.,seat belt,jammed,61
000528,interior,Floor mat on the driver side keeps sliding forward and blocking the pedals.,floor mat,,56
000529,interior,Seat belt on the rear left is jammed and won't retract properly.,seat belt,jammed,61
000530,interior,"Glove box latch is broken, the lid keeps falling open while driving.",glove box,broken,49
000531,interior,"Ambient lighting flickers randomly at night, mostly around the dashboard area.",ambient lighting,,22
000532,interior,Seat belt on the rear left is jammed and won't retract properly.,seat belt,jammed,61
000533,interior,"Rear seat heater is unresponsive on the left side, right side works fine.",seat heater,unresponsive,54
000534,interior,CUP HOLDER IN THE CENTER CONSOLE IS CRACKED AND NO LONGER HOLDS BOTTLES SECURELY.,cup holder,cracked,5
000535,interior,Floor mat on the driver side keeps sliding forward and blocking the pedals. contact me at <EMAIL>,floor mat,,56
000536,interior,Side mirror does not fold automatically when locking the car.,side mirror,,53
000537,interior,Reading light over the rear seat does not turn on at all.,reading light,,52
000538,interior,Floor mat on the driver side keeps sliding forward and blocking the pedals.,floor mat,,56
000539,interior,"Glove box latch is broken, the lid keeps falling open while driving. !!! please fix this asap",glove box,broken,49
000540,interior,The leather on the steering wheel is peeling after only 16 months. !!! please fix this asap,steering wheel,peeling,42
000541,interior,"Rear seat heater is unresponsive on the left side, right side works fine.",seat heater,unresponsive,54
000542,interior,Side mirror does not fold automatically when locking the car.,side mirror,,53
000543,interior,Headrest in the passenger seat will not adjust up or down.,headrest,,48
000544,interior,Cabin filter smells musty even after replacement.,cabin filter,,57
000545,interior,"Glove box latch is broken, the lid keeps falling open while driving. contact me at <EMAIL>",glove box,broken,49
000546,interior,Floor mat on the driver side keeps sliding forward and blocking the pedals. VIN: <VIN>,floor mat,,56
000547,interior,READING LIGHT OVER THE REAR SEAT DOES NOT TURN ON AT ALL.,reading light,,52
000548,interior,Sunroof makes a loud rattling noise when driving over bumps.,sunroof,rattling,60
000549,interior,Reading light over the rear seat does not turn on at all.,reading light,,52
000550,interior,Door lock on the rear right door clicks repeatedly when locking.,door lock,,58
000551,interior,HEADREST IN THE PASSENGER SEAT WILL NOT ADJUST UP OR DOWN.,headrest,,48
000552,interior,Reading light over the rear seat does not turn on at all.,reading light,,52
000553,interior,Floor mat on the driver side keeps sliding forward and blocking the pedals.,floor mat,,56
000554,interior,Headrest in the passenger seat will not adjust up or down.,headrest,,48
000555,interior,Cabin filter smells musty even after replacement.,cabin filter,,57
000556,interior,Sun visor on the driver side hangs loose and will not stay up.,sun visor,loose,47
000557,interior,Power window switch on the front-right door is stuck and the window won't go down.,power window,stuck,62
000558,interior,Sun visor on the driver side hangs loose and will not stay up.,sun visor,loose,47
000559,interior,Headrest in the passenger seat will not adjust up or down.,headrest,,48
000560,interior,Sun visor on the driver side hangs loose and will not stay up.,sun visor,loose,47
000561,interior,Power window switch on the front-left door is stuck and the window won't go down. more info:,power window,stuck,62
000562,interior,"The driver seat heater stopped working after 16 months, only the passenger side gets warm.",driver seat,,44
000563,interior,Door lock on the rear right door clicks repeatedly when locking.,door lock,,58
000564,interior,Air conditioning blows warm air on the driver side even when set to cold.,air conditioning,,45
000565,interior,Sun visor on the driver side hangs loose and will not stay up.,sun visor,loose,47
000566,interior,"Trunk latch fails to release using the key fob, only manual opening works.",trunk latch,,18
000567,interior,"Ambient lighting flickers randomly at night, mostly around the dashboard area.",ambient lighting,,22
000568,interior,Reading light over the rear seat does not turn on at all.,reading light,,52
000569,interior,Air conditioning blows warm air on the driver side even when set to cold.,air conditioning,,45
000570,interior,"Glove box latch is broken, the lid keeps falling open while driving.",glove box,broken,49
000571,interior,"Rear seat heater is unresponsive on the left side, right side works fine.",seat heater,unresponsive,54
000572,interior,"Rear seat heater is unresponsive on the left side, right side works fine.",seat heater,unresponsive,54
000573,interior,Cabin filter smells musty even after replacement.,cabin filter,,57
000574,interior,Air conditioning blows warm air on the driver side even when set to cold.,air conditioning,,45
000575,interior,Dashboard creaks loudly especially in cold weather.,dashboard,,7
000576,interior,Floor mat on the driver side keeps sliding forward and blocking the pedals.,floor mat,,56
000577,interior,Power window switch on the front-right door is stuck and the window won't go down.,power window,stuck,62
000578,interior,"Glove box latch is broken, the lid keeps falling open while driving.",glove box,broken,49
000579,interior,Sunroof makes a loud rattling noise when driving over bumps.,sunroof,rattling,60
000580,interior,"Trunk latch fails to release using the key fob, only manual opening works.",trunk latch,,18
000581,interior,"Rear seat heater is unresponsive on the left side, right side works fine.",seat heater,unresponsive,54
000582,interior,SEAT VENTILATION MAKES A HIGH-PITCHED WHINING NOISE.,seat ventilation,noise,59
000583,interior,Air conditioning blows warm air on the driver side even when set to cold.,air conditioning,,45
000584,interior,"The driver seat heater stopped working after 26 months, only the passenger side gets warm.",driver seat,,44
000585,interior,Headrest in the passenger seat will not adjust up or down.,headrest,,48
000586,interior,Headrest in the passenger seat will not adjust up or down.,headrest,,48
000587,interior,Side mirror does not fold automatically when locking the car.,side mirror,,53
000588,interior,"Trunk latch fails to release using the key fob, only manual opening works.",trunk latch,,18
000589,interior,"Ambient lighting flickers randomly at night, mostly around the dashboard area.",ambient lighting,,22
000590,interior,Sunroof makes a loud rattling noise when driving over bumps.,sunroof,rattling,60
000591,interior,Sunroof makes a loud rattling noise when driving over bumps.,sunroof,rattling,60
000592,interior,Seat belt on the rear left is jammed and won't retract properly. contact me at <EMAIL>,seat belt,jammed,61
000593,interior,"Ambient lighting flickers randomly at night, mostly around the dashboard area.",ambient lighting,,22
000594,interior,Sun visor on the driver side hangs loose and will not stay up.,sun visor,loose,47
000595,interior,Side mirror does not fold automatically when locking the car.,side mirror,,53
000596,interior,Reading light over the rear seat does not turn on at all.,reading light,,52
000597,interior,Headrest in the passenger seat will not adjust up or down.,headrest,,48
000598,interior,"Ambient lighting flickers randomly at night, mostly around the dashboard area.",ambient lighting,,22
000599,interior,"Trunk latch fails to release using the key fob, only manual opening works.",trunk latch,,18
000600,interior,Power window switch on the rear-right door is stuck and the window won't go down.,power window,stuck,62
000601,interior,READING LIGHT OVER THE REAR SEAT DOES NOT TURN ON AT ALL.,reading light,,52
000602,interior,Cup holder in the center console is cracked and no longer holds bottles securely.,cup holder,cracked,5
000603,interior,Air conditioning blows warm air on the driver side even when set to cold. VIN: <VIN>,air conditioning,,45
000604,interior,Dashboard creaks loudly especially in cold weather.,dashboard,,7
000605,interior,"Rear seat heater is unresponsive on the left side, right side works fine.",seat heater,unresponsive,54
000606,interior,Sunroof makes a loud rattling noise when driving over bumps.,sunroof,rattling,60
000607,interior,"Trunk latch fails to release using the key fob, only manual opening works.",trunk latch,,18
000608,interior,Seat ventilation makes a high-pitched whining noise.,seat ventilation,noise,59
000609,interior,"Glove box latch is broken, the lid keeps falling open while driving.",glove box,broken,49
000610,interior,Sunroof makes a loud rattling noise when driving over bumps. contact me at <EMAIL>,sunroof,rattling,60
000611,interior,Side mirror does not fold automatically when locking the car.,side mirror,,53
000612,interior,Side mirror does not fold automatically when locking the car.,side mirror,,53
000613,interior,Headrest in the passenger seat will not adjust up or down.,headrest,,48
000614,interior,The leather on the steering wheel is peeling after only 16 months.,steering wheel,peeling,42
000615,interior,Sunroof makes a loud rattling noise when driving over bumps.,sunroof,rattling,60
000616,interior,Sun visor on the driver side hangs loose and will not stay up.,sun visor,loose,47
000617,interior,Sunroof makes a loud rattling noise when driving over bumps.,sunroof,rattling,60
000618,interior,Floor mat on the driver side keeps sliding forward and blocking the pedals.,floor mat,,56
000619,interior,Seat ventilation makes a high-pitched whining noise.,seat ventilation,noise,59
000620,interior,Headrest in the passenger seat will not adjust up or down.,headrest,,48
000621,interior,"Trunk latch fails to release using the key fob, only manual opening works.",trunk latch,,18
000622,interior,Floor mat on the driver side keeps sliding forward and blocking the pedals.,floor mat,,56
000623,interior,Power window switch on the front-left door is stuck and the window won't go down. !!! please fix this asap,power window,stuck,62
000624,interior,"Ambient lighting flickers randomly at night, mostly around the dashboard area.",ambient lighting,,22
000625,interior,The leather on the steering wheel is peeling after only 11 months.,steering wheel,peeling,42
000626,interior,"Ambient lighting flickers randomly at night, mostly around the dashboard area.",ambient lighting,,22
000627,interior,"Ambient lighting flickers randomly at night, mostly around the dashboard area.",ambient lighting,,22
000628,interior,Cabin filter smells musty even after replacement.,cabin filter,,57
000629,interior,Air conditioning blows warm air on the driver side even when set to cold.,air conditioning,,45
000630,interior,"Rear seat heater is unresponsive on the left side, right side works fine.",seat heater,unresponsive,54
000631,interior,Dashboard creaks loudly especially in cold weather.,dashboard,,7
000632,interior,The leather on the steering wheel is peeling after only 29 months.,steering wheel,peeling,42
000633,interior,Sunroof makes a loud rattling noise when driving over bumps.,sunroof,rattling,60
000634,interior,Reading light over the rear seat does not turn on at all.,reading light,,52
000635,interior,"Trunk latch fails to release using the key fob, only manual opening works.",trunk latch,,18
000636,interior,Seat ventilation makes a high-pitched whining noise.,seat ventilation,noise,59
000637,interior,Floor mat on the driver side keeps sliding forward and blocking the pedals.,floor mat,,56
000638,interior,Headrest in the passenger seat will not adjust up or down.,headrest,,48
000639,interior,Seat belt on the rear left is jammed and won't retract properly.,seat belt,jammed,61
000640,interior,Cup holder in the center console is cracked and no longer holds bottles securely.,cup holder,cracked,5
000641,interior,Side mirror does not fold automatically when locking the car.,side mirror,,53
000642,interior,Side mirror does not fold automatically when locking the car.,side mirror,,53
000643,interior,"Trunk latch fails to release using the key fob, only manual opening works.",trunk latch,,18
000644,interior,Sunroof makes a loud rattling noise when driving over bumps.,sunroof,rattling,60
000645,interior,"Glove box latch is broken, the lid keeps falling open while driving.",glove box,broken,49
000646,interior,Sun visor on the driver side hangs loose and will not stay up.,sun visor,loose,47
000647,interior,Sun visor on the driver side hangs loose and will not stay up.,sun visor,loose,47
000648,interior,Floor mat on the driver side keeps sliding forward and blocking the pedals.,floor mat,,56
000649,interior,Sun visor on the driver side hangs loose and will not stay up.,sun visor,loose,47
000650,interior,Cabin filter smells musty even after replacement.,cabin filter,,57
000651,interior,Cabin filter smells musty even after replacement.,cabin filter,,57
000652,interior,Headrest in the passenger seat will not adjust up or down. !!! please fix this asap,headrest,,48
000653,interior,The leather on the steering wheel is peeling after only 11 months.,steering wheel,peeling,42
000654,interior,"Glove box latch is broken, the lid keeps falling open while driving.",glove box,broken,49
000655,interior,Cabin filter smells musty even after replacement.,cabin filter,,57
000656,interior,"Ambient lighting flickers randomly at night, mostly around the dashboard area.",ambient lighting,,22
000657,interior,Seat ventilation makes a high-pitched whining noise.,seat ventilation,noise,59
000658,interior,Sun visor on the driver side hangs loose and will not stay up.,sun visor,loose,47
000659,interior,Cup holder in the center console is cracked and no longer holds bottles securely.,cup holder,cracked,5
000660,interior,Floor mat on the driver side keeps sliding forward and blocking the pedals.,floor mat,,56
000661,interior,Seat belt on the rear left is jammed and won't retract properly.,seat belt,jammed,61
000662,interior,"Ambient lighting flickers randomly at night, mostly around the dashboard area. VIN: <VIN>",ambient lighting,,22
000663,interior,Sun visor on the driver side hangs loose and will not stay up.,sun visor,loose,47
000664,interior,Side mirror does not fold automatically when locking the car. !!! please fix this asap,side mirror,,53
000665,interior,SEAT VENTILATION MAKES A HIGH-PITCHED WHINING NOISE.,seat ventilation,noise,59
000666,interior,Dashboard creaks loudly especially in cold weather.,dashboard,,7
000667,interior,The leather on the steering wheel is peeling after only 15 months.,steering wheel,peeling,42
000668,interior,"Rear seat heater is unresponsive on the left side, right side works fine.",seat heater,unresponsive,54
000669,interior,Air conditioning blows warm air on the driver side even when set to cold. !!! please fix this asap,air conditioning,,45
000670,interior,Dashboard creaks loudly especially in cold weather.,dashboard,,7
000671,interior,Cabin filter smells musty even after replacement. !!! please fix this asap,cabin filter,,57
000672,interior,SIDE MIRROR DOES NOT FOLD AUTOMATICALLY WHEN LOCKING THE CAR.,side mirror,,53
000673,interior,Cabin filter smells musty even after replacement.,cabin filter,,57
000674,interior,Power window switch on the front-left door is stuck and the window won't go down.,power window,stuck,62
000675,interior,"Rear seat heater is unresponsive on the left side, right side works fine.",seat heater,unresponsive,54
000676,interior,Floor mat on the driver side keeps sliding forward and blocking the pedals.,floor mat,,56
000677,interior,Seat ventilation makes a high-pitched whining noise.,seat ventilation,noise,59
000678,interior,Dashboard creaks loudly especially in cold weather.,dashboard,,7
000679,interior,Air conditioning blows warm air on the driver side even when set to cold.,air conditioning,,45
000680,interior,Seat belt on the rear left is jammed and won't retract properly.,seat belt,jammed,61
000681,interior,Reading light over the rear seat does not turn on at all. !!! please fix this asap,reading light,,52
000682,interior,Reading light over the rear seat does not turn on at all.,reading light,,52
000683,interior,Reading light over the rear seat does not turn on at all.,reading light,,52
